"SKU","Product name","Category","Source product URL","Source media reference","Role","Primary candidate YES/NO","Product mapping status","Rights status","Production approved YES/NO","Alt fact candidate","Image count","Gallery position","Quality status","Real project confirmed","Notes","Rights/mapping gate cleared YES/NO"
"MF-MAR-0076","Гранат","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-482649389831-granat","https://static.tildacdn.com/tild3530-3230-4730-a436-626437376135/1-27.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гранат»","7","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0076","Гранат","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-482649389831-granat","https://static.tildacdn.com/tild3836-3034-4663-a461-326236306334/2-26.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гранат»","7","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0076","Гранат","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-482649389831-granat","https://static.tildacdn.com/tild3639-3035-4265-a466-636634643530/3-26.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гранат»","7","6","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0076","Гранат","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-482649389831-granat","https://static.tildacdn.com/tild3633-3932-4164-b632-626464363161/4-26.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гранат»","7","7","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0104","Гессонит","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-643392414251-gessonit","https://static.tildacdn.com/tild3861-3136-4437-b834-353030313332/Group_328.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Гессонит» — товарное изображение; без неподтверждённых свойств","6","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0104","Гессонит","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-643392414251-gessonit","https://static.tildacdn.com/tild6665-6433-4137-b030-373835353166/Group_420.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гессонит»","6","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0104","Гессонит","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-643392414251-gessonit","https://static.tildacdn.com/stor3461-3964-4432-a333-643230616265/66930249.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гессонит»","6","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0104","Гессонит","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-643392414251-gessonit","https://static.tildacdn.com/tild3839-3732-4361-b038-346663616266/1-26.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гессонит»","6","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0104","Гессонит","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-643392414251-gessonit","https://static.tildacdn.com/tild6434-3235-4561-a564-353238373737/2-25.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гессонит»","6","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0104","Гессонит","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-643392414251-gessonit","https://static.tildacdn.com/tild3837-3432-4764-a336-326438633439/4-25.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гессонит»","6","6","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0031","Гелиодор","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-232351938811-geliodor","https://static.tildacdn.com/tild3933-3662-4436-a638-376165663632/Group_329.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Гелиодор» — товарное изображение; без неподтверждённых свойств","5","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0031","Гелиодор","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-232351938811-geliodor","https://static.tildacdn.com/tild6333-3361-4630-b738-383138303236/Group_423.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гелиодор»","5","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0031","Гелиодор","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-232351938811-geliodor","https://static.tildacdn.com/tild3832-3333-4764-a365-356235343062/1-25.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гелиодор»","5","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0031","Гелиодор","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-232351938811-geliodor","https://static.tildacdn.com/tild3832-3633-4139-b066-386564653031/2-24.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гелиодор»","5","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0031","Гелиодор","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-232351938811-geliodor","https://static.tildacdn.com/tild3730-6531-4139-a566-393364373962/4-24.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Гелиодор»","5","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0035","Альмадин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-242902559051-almadin","https://static.tildacdn.com/tild3130-3236-4136-a365-333530636232/Group_330_2.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Альмадин» — товарное изображение; без неподтверждённых свойств","6","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0035","Альмадин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-242902559051-almadin","https://static.tildacdn.com/tild6463-3636-4832-b437-343761656333/Group_426.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альмадин»","6","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0035","Альмадин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-242902559051-almadin","https://static.tildacdn.com/stor3239-3532-4561-a230-313764346537/53915638.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альмадин»","6","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0035","Альмадин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-242902559051-almadin","https://static.tildacdn.com/tild6161-3664-4439-b535-623736336334/1-21.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альмадин»","6","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0035","Альмадин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-242902559051-almadin","https://static.tildacdn.com/tild6236-6132-4333-a461-623061343064/2-20.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альмадин»","6","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0035","Альмадин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-242902559051-almadin","https://static.tildacdn.com/tild3137-6334-4939-b435-396463373964/4-20.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альмадин»","6","6","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0060","Аквамарин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-364254959161-akvamarin","https://static.tildacdn.com/tild3964-6665-4137-b263-363631336363/Group_331_2.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Аквамарин» — товарное изображение; без неподтверждённых свойств","6","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0060","Аквамарин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-364254959161-akvamarin","https://static.tildacdn.com/tild3964-6236-4432-a133-616132356330/Group_429.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аквамарин»","6","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0060","Аквамарин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-364254959161-akvamarin","https://static.tildacdn.com/stor3766-3838-4361-a165-636136643961/37745804.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аквамарин»","6","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0060","Аквамарин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-364254959161-akvamarin","https://static.tildacdn.com/tild3830-6165-4231-b133-313137376362/2-18.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аквамарин»","6","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0060","Аквамарин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-364254959161-akvamarin","https://static.tildacdn.com/tild3337-3038-4666-a630-333533623235/4-18.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аквамарин»","6","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0060","Аквамарин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-364254959161-akvamarin","https://static.tildacdn.com/tild6662-6533-4966-b031-393430343730/1-19.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аквамарин»","6","6","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0122","Авантюрин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","https://static.tildacdn.com/tild6265-3634-4637-b164-386461383432/Group_332.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Авантюрин» — товарное изображение; без неподтверждённых свойств","7","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0122","Авантюрин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","https://static.tildacdn.com/tild3561-3264-4934-b137-373065626165/Group_432.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Авантюрин»","7","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0122","Авантюрин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","https://static.tildacdn.com/stor3438-6561-4230-b164-646663353939/21204513.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Авантюрин»","7","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0122","Авантюрин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","https://static.tildacdn.com/tild6430-3865-4465-b833-373137623735/1-18.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Авантюрин»","7","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0122","Авантюрин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","https://static.tildacdn.com/tild6532-3638-4530-b136-666533626531/2-17.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Авантюрин»","7","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0122","Авантюрин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","https://static.tildacdn.com/tild6263-3565-4632-b661-643836626464/4-17.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Авантюрин»","7","6","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0122","Авантюрин","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","https://static.tildacdn.com/tild6530-3934-4864-a432-326439643939/3-17.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Авантюрин»","7","7","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0109","Агат","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-662632303701-agat","https://static.tildacdn.com/tild6333-6265-4434-b964-633930326261/Group_443.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Агат» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0109","Агат","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-662632303701-agat","https://static.tildacdn.com/tild3066-6663-4466-b134-303136626163/Group_446.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Агат»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0109","Агат","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-662632303701-agat","https://static.tildacdn.com/stor3865-6630-4364-a435-656338316364/80808428.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Агат»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0047","Альба","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-319465827121-alba","https://static.tildacdn.com/tild6535-3162-4266-b566-656438363065/Group_450.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Альба» — товарное изображение; без неподтверждённых свойств","5","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0047","Альба","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-319465827121-alba","https://static.tildacdn.com/tild6135-3436-4739-b264-613030323635/Group_449.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альба»","5","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0047","Альба","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-319465827121-alba","https://static.tildacdn.com/stor6138-3730-4566-a336-643239396537/62833118.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альба»","5","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0047","Альба","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-319465827121-alba","https://static.tildacdn.com/tild3565-3565-4538-b739-346537326434/205_original.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альба»","5","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0047","Альба","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-319465827121-alba","https://static.tildacdn.com/tild6234-3134-4163-a537-613537376130/232_original.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Альба»","5","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0096","Аметист","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-586686683901-ametist","https://static.tildacdn.com/tild3036-3531-4132-a138-613964316666/Group_451.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Аметист» — товарное изображение; без неподтверждённых свойств","6","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0096","Аметист","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-586686683901-ametist","https://static.tildacdn.com/tild6265-3335-4664-a261-653364623932/Group_454.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аметист»","6","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0096","Аметист","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-586686683901-ametist","https://static.tildacdn.com/stor3936-3532-4638-a136-383634306436/10961210.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Аметист»","6","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
